Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
14.206059177770802,-16.27726302448757,-3.3783989306393,7.220329082476095,9.838786603707517,-12.330977205673022,2.7078902349192115,5.226073227309072,-4.3021497455614535,-2.545591569354798,-2.383061405063592,-8.012280096770906,0.0
17.551995984207196,-18.41585815530758,4.033584688661112,1.588414739048863,8.23613175327662,-6.5297228662540325,0.1652366214845593,7.856488068403845,4.19939420448099,1.7768793639051386,1.3644339879027474,-5.553449073859815,1.0
16.694431334690066,-16.252786000113815,-1.1793531583230326,5.083448924411298,13.571405943515998,-10.451516562676051,1.4344484999730085,10.802134477500555,0.0790302561045418,0.0537210043867967,0.3339230483746766,-8.279302097863791,2.0
17.447024991190574,-17.284885546859165,2.0743955971458075,3.1197111658835643,6.774512564799594,-12.290512968369464,0.3328863413366069,9.84314957899289,4.162728077376518,2.272844843159448,-0.7713223317843383,-8.002483062616207,3.0
16.706860552359274,-18.13665415604415,0.2590002317320814,1.2775342358804502,6.435347357113404,-9.849663597191132,3.67451249115488,9.351677577594833,1.2721096318484242,1.2342414258969878,0.3563850752980429,-5.576336770574052,4.0
18.7439593869998,-19.546391684635616,-0.568684228517184,4.931862896074336,7.316785545058424,-9.99798487700853,2.976278889686768,7.747785043474135,1.7065777709155043,2.8262415166024057,3.224396219298379,-5.212768448871924,5.0
18.52679413856709,-22.601601226008405,-2.5257372944679446,11.63598222460256,2.967423318878832,-10.779326665048812,9.15768440131681,3.911211415820497,1.7350526144612737,7.107679276007611,0.3545851815872924,-5.796974619326917,6.0
18.02518843427459,-21.098650456854937,-0.0009665052755704,5.835039113866338,4.786051709271423,-9.342161233467996,4.791816211567107,4.401971958260929,2.342798614461228,4.547130360170484,-0.1639412923116827,-6.87502839377716,7.0
17.761439727062097,-18.786685897186995,2.213407728490244,5.623612166673159,9.413203230299084,-8.97194068647429,1.2575406622702834,5.237522214140049,0.2246525298398381,2.7741791816737265,-0.1661358008910461,-8.724352680538695,8.0
17.115142205954896,-18.4669571746249,2.4449953885235853,3.658756805132462,8.5185720301353,-6.535032821896718,1.1758130642097853,6.519051142529214,2.2682804771060394,0.685226919843809,0.2685164350433117,-7.51099765652043,9.0
16.59289951916066,-17.630196544584905,5.110024714719157,6.003397781010815,8.464398106501488,-7.960103405858089,0.7305042593982628,5.974185408658133,1.586699649091356,0.5149534459973815,-2.2738196039311527,-7.797172404451532,0.0
15.488879436035278,-13.806388001469545,-2.394988064267278,2.7292583192719,13.267249453245505,-7.553085087930482,4.879384910163221,11.41270279349412,0.4899617279644295,3.3689335840225705,3.680305201623548,-5.308255774537321,1.0
16.531953757424343,-16.96958678847826,2.5380064903038413,3.818614652689572,11.379120832848404,-8.17957384226662,-0.292336291781347,8.297348835960404,0.159069595392452,-1.2731640769313943,-0.3462137239665802,-8.061380649352296,2.0
17.63306292334513,-17.94563972658223,1.0396435965217767,1.1673748653121088,6.962837898552021,-9.32154630134463,2.051975229321474,9.677257537751208,2.6979484181387376,1.6537537057333014,1.1329013694225576,-5.652381249588599,3.0
16.5606278700175,-17.60840297684972,0.076381520709469,-0.1471263326966053,6.986030412874116,-7.856582790799932,2.8363465144069315,7.413681074430578,0.4252023308488771,2.5026117806572983,2.3452572028162213,-5.676401112869202,4.0
18.032417530512927,-16.445215867412877,-1.7497285860315237,6.394960814214633,9.652059494482677,-9.24425408515607,6.393882836131019,9.051806869762345,0.1623482791544344,4.335986318472685,2.0270766168497976,-5.888632296816404,5.0
18.053411808102144,-18.23701096109477,-8.257290365161639,10.08752701362928,7.998259385345563,-13.23839259480416,9.989735267459004,8.178399618510646,-0.514561114817514,8.20846764527936,1.344825059041556,-7.475691687027099,6.0
